,level_0,index,CASEID,POINT_X,POINT_Y,YEAR_,LOCATION,CHPTYPE,DAYWEEK,CRASHSEV,VIOLCAT,KILLED,INJURED,WEATHER1,PEDCOL,BICCOL,MCCOL,TRUCKCOL,ETOH,TIMECAT,MONTH_,CRASHTYP,INVOLVE,PED,PRIMARYRD,SECONDRD,DISTANCE,DIRECT,INTERSECT_,PROCDATE,JURIS,DATE_,TIME_,BADGE,JURIDIST,SHIFT,POP,SPECIAL,BEATTYPE,LAPDDIV,BEATCLAS,BEATNUMB,WEATHER2,STATEHW,CALTRANC,CALTRAND,STROUTE,ROUTESUF,POSTPRE,POSTMILE,LOCATYPE,RAMP,SIDEHW,TOWAWAY,PARTIES,PCF,VIOLCODE,VIOL,VIOLSUB,HITRUN,ROADSURF,RDCOND1,RDCOND2,LIGHTING,RIGHTWAY,CHPRDTYP,NOTPRIV,STFAULT,CHPFAULT,SEVINJ,OTHERINJ,COP,PEDKILL,PEDINJ,BICKILL,BICINJ,MCKILL,MCINJURE,RAMP1,RAMP2,CITY,COUNTY,STATE,X_CHP,Y_CHP,AvgVAGE,VAGE_Minor,VAGE_Working,VAGE_Senior,MobilLimAge,F_M_VSEX,F_F_VSEX,F_A_PRACE,F_H_PRACE,F_W_PRACE,F_O_PRACE,F_B_PRACE,F_E_MOVEMENT,F_B_MOVEMENT,F_A_MOVEMENT,F_D_MOVEMENT,F_P_MOVEMENT,F_O_MOVEMENT,F_H_MOVEMENT,F_L_MOVEMENT,F_F_MOVEMENT,F_R_MOVEMENT,F_J_MOVEMENT,F_Q_MOVEMENT,F_G_MOVEMENT,F_C_MOVEMENT,F_M_MOVEMENT,F_N_MOVEMENT,F_K_MOVEMENT,F_I_MOVEMENT,F_A_VEHTYPE,F_I_VEHTYPE,F_L_VEHTYPE,F_D_VEHTYPE,F_C_VEHTYPE,F_N_VEHTYPE,F_F_VEHTYPE,F_J_VEHTYPE,F_G_VEHTYPE,F_B_VEHTYPE,F_M_VEHTYPE,F_E_VEHTYPE,F_H_VEHTYPE,PrimeModeClass
2785,2785,2785,5620719,-122.04268014600001,37.37065827,2012,4316,0,6,2,03,0,1,B,,,,,,900,1,E,I,A,WEST EL CAMINO REAL,HOLLENBECK,561,W,N,2013-09-09,4316,2012-01-21,630,15924,,5,6,0,0,,0,005,-,Y,SCL,4,82,-,-,17.37,H,-,N,Y,1,A,-,22350,,N,B,H,-,E,D,0,Y,A,01,1,0,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,35.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
2786,2786,2786,5620715,-122.05724105799999,37.374313006,2012,4316,0,1,3,11,0,1,A,Y,,,,Y,2400,1,G,B,D,EL CAMINO REAL,BERNARDO AV,330,W,N,2013-09-16,4316,2012-01-30,2155,14553,51,5,6,0,0,,0,005,-,Y,SCL,4,82,-,-,18.2,H,-,N,N,2,A,-,21955,,N,A,H,-,D,D,0,Y,N,60,0,1,0,0,1,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,49.0,,1.0,,,1.0,,1.0,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,Pedestrian
2787,2787,2787,5620703,-122.01397312299999,37.353162559,2012,4316,0,1,4,21,0,1,A,,,,,,1500,1,C,C,A,RT 82,WOLFE RD,22,E,N,2013-09-09,4316,2012-01-30,1302,13882,41,5,6,0,0,,0,004,-,Y,SCL,4,82,-,-,15.31,H,-,N,N,2,A,-,22106,,N,A,H,-,A,A,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,67.0,,,1.0,1.0,,1.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
2788,2788,2788,5620699,-122.02479220000001,37.361523292,2012,4316,0,6,4,03,0,1,B,,,,,,900,1,C,C,A,EL CAMINO REAL,REMINGTON DR,0,,Y,2013-09-09,4316,2012-01-21,855,15926,61,5,6,0,0,,0,006,G,Y,SCL,4,82,-,-,16.17,H,-,S,N,2,A,-,22350,,N,B,H,-,A,B,0,Y,A,08,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,56.0,,1.0,,,1.0,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
2789,2789,2789,5620695,-122.05641556,37.37400225,2012,4316,0,4,4,08,0,1,A,,,Y,,,2400,1,F,A,A,RT 82,BERNARDO AV,65,W,N,2013-09-09,4316,2012-01-12,2110,16650,51,5,6,0,0,,0,005,-,Y,SCL,4,82,-,-,18.15,H,-,N,N,1,A,-,22107,,N,A,H,-,C,A,0,Y,C,02,0,0,1,0,0,0,0,0,1,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,45.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,Motor Vehicle
2790,2790,2790,5620691,-121.99513303,37.3960848406,2012,4316,0,3,3,09,0,2,A,,,,,,1500,1,D,C,A,SANDIA AV,BLAZINGWOOD DR,0,,Y,2013-06-22,4316,2012-01-11,1419,17472,25,5,6,0,0,,0,002,-,N,,0,0,,,0.0,,,,Y,3,A,-,21802,A,N,A,H,-,A,A,0,Y,A,01,0,1,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,43.666666666666664,,2.0,1.0,1.0,2.0,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,Motor Vehicle
2791,2791,2791,5620687,-122.03771172100001,37.3831935949,2012,4316,0,2,4,09,0,2,A,,,,,,1500,1,D,C,A,W CALIFORNIA AV,PAJARO AV,840,E,N,2013-06-22,4316,2012-01-03,1203,16654,12,5,6,0,0,,0,001,-,N,,0,0,,,0.0,,,,Y,2,A,-,21804,A,N,A,H,-,A,D,0,Y,A,01,0,0,2,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,42.0,,3.0,,,1.0,2.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
2792,2792,2792,5620683,-122.01421551899999,37.3521547808,2012,4316,0,5,4,11,0,1,A,Y,,,,Y,600,1,G,B,B,S WOLFE RD,E FREMONT,11,S,N,2013-06-22,4316,2012-01-13,300,15838,61,5,6,0,0,,0,006,-,N,,0,0,,,0.0,,,,N,2,A,-,21456,B,N,A,H,-,C,D,0,Y,N,60,0,0,1,0,1,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,66.0,,,1.0,1.0,1.0,,,,2.0,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,Pedestrian
2793,2793,2793,5620679,-122.048038296,37.371697554099995,2012,4316,0,1,4,03,0,1,A,,,,,,2100,1,C,C,A,EL CAMINO REAL,MARY AV,134,E,N,2013-06-22,4316,2012-01-02,1843,18041,,5,6,0,0,,0,,-,N,,0,0,,,0.0,,,,Y,5,A,-,22350,,N,A,H,-,C,A,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,55.0,,1.0,,,,1.0,1.0,1.0,3.0,,,,4.0,1.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,Motor Vehicle
2794,2794,2794,5620430,-122.031173063,37.3839648671,2012,4316,0,5,4,03,0,2,C,,,,,,2100,1,D,C,A,CENTRAL EXPWY,SAN ANSELMO WY,0,,Y,2013-06-26,4316,2012-01-20,2029,12974,16,5,6,0,0,,0,001,-,N,,0,0,,,0.0,,,,Y,2,A,-,22350,,N,B,H,-,C,D,0,Y,A,01,0,0,2,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,32.5,,2.0,,,2.0,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
2795,2795,2795,5620426,-122.012063966,37.3813114795,2012,4316,0,4,4,01,0,2,A,,,,,Y,300,1,F,I,A,N WOLFE,E ARQUES,138,N,N,2013-06-22,4316,2012-01-12,210,17470,,5,6,0,0,,0,,-,N,,0,0,,,0.0,,,,Y,1,A,-,23152,A,F,A,H,-,C,D,0,Y,A,01,0,0,2,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,34.5,,2.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
2796,2796,2796,5620414,-122.019922986,37.3771148241,2012,4316,0,7,3,00,0,1,A,,Y,,,,1200,1,B,G,A,FAIR OAKS AV,KIFER RD,0,,Y,2013-06-22,4316,2012-01-29,1000,67643,16,5,6,0,0,,0,001,-,N,,0,0,,,0.0,,,,,2,A,-,20001,,F,A,H,-,A,A,0,Y,A,01,0,1,0,0,0,0,1,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,31.0,,1.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,Bicycle
2797,2797,2797,5620410,-122.030073477,37.3739216079,2012,4316,0,2,4,03,0,1,A,,,,,,1200,1,C,C,A,SUNNYVALE AV,MCKINLEY AV,69,S,N,2013-06-26,4316,2012-01-10,1041,18041,34,5,6,0,0,,0,003,-,N,,0,0,,,0.0,,,,Y,2,A,-,22350,,N,A,H,-,A,A,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,55.0,,1.0,,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
2798,2798,2798,5620406,-122.014223105,37.3454074657,2012,4316,0,5,4,04,0,1,C,,,,,,2100,1,C,C,A,WOLFE RD,MARION WY,10,S,N,2013-06-26,4316,2012-01-20,1845,15949,63,5,6,0,0,,0,006,-,N,,0,0,,,0.0,,,,,3,A,-,21703,,N,B,H,-,C,A,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,27.0,,1.0,,,,1.0,,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,Motor Vehicle
2799,2799,2799,5618643,-122.026672801,37.398588364,2012,4316,2,4,3,03,0,3,B,,,,,,1800,5,C,C,A,RT 101,MATHILDA AV,200,N,N,2014-01-06,9340,2012-05-03,1734,19986,,2,6,0,1,,2,120,-,Y,SCL,4,101,-,-,45.72,H,-,S,Y,3,A,-,22350,,N,A,H,-,A,D,1,Y,A,01,0,1,2,0,0,0,0,0,0,SO,-,SUNNYVALE,SANTA CLARA,CA,-121.14200000000001,37.2356,50.0,,3.0,,,2.0,1.0,,1.0,1.0,,1.0,,1.0,,,,,2.0,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,Motor Vehicle
2800,2800,2800,5616721,-122.05980770200001,37.348001725,2012,4316,3,4,3,03,0,1,-,,,,,,900,5,C,C,A,RT 85,FREMONT AV,1056,S,N,2014-02-12,9340,2012-05-10,835,17641,,1,6,0,1,,2,085,-,Y,SCL,4,85,-,R,19.66,H,-,N,Y,4,A,-,22350,,N,A,H,-,A,D,6,Y,A,01,0,1,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,-122.05998000000001,37.348,13.0,1.0,1.0,,1.0,2.0,,,,2.0,2.0,,,2.0,1.0,,,,1.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,Motor Vehicle
2801,2801,2801,5612377,-122.03357666,37.401504325,2012,4316,2,2,4,03,0,1,A,,,,,,1200,5,C,C,A,RT 237,RT 101,80,E,N,2014-02-12,9340,2012-05-01,1115,18562,,1,6,0,1,,2,120,-,Y,SCL,4,237,-,-,2.54,H,-,W,N,2,A,-,22350,,N,A,H,-,A,D,1,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,-122.03513999999998,37.40096,51.5,,2.0,,,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
2802,2802,2802,5610763,-121.996244603,37.3739920138,2012,4316,4,5,4,03,0,1,A,,,,,,1500,4,C,C,A,LAWRENCE EXPY,KIFER RD,25,N,N,2013-08-28,9340,2012-04-27,1345,19926,,1,6,0,2,,2,610,-,N,,0,0,,,0.0,,,,Y,2,A,-,22350,,N,A,H,-,A,D,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,-121.99609,37.374190000000006,44.0,,1.0,,,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
2803,2803,2803,5607082,-122.021759716,37.39772971,2012,4316,2,3,4,03,0,1,A,,,,,,1200,5,C,C,A,RT 101,MATHILDA AV,1500,S,N,2014-01-06,9340,2012-05-02,950,9340,,1,6,0,1,,2,120,-,Y,SCL,4,101,-,-,45.4,H,-,N,N,2,A,-,22350,,N,A,H,-,A,D,1,Y,D,22,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,-122.02218,37.397940000000006,55.0,,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,Motor Vehicle
2804,2804,2804,5602294,-122.04520211799999,37.402842481,2012,4316,2,4,4,03,0,2,A,,,,,,1800,4,C,C,A,RT 101,ELLIS AV,1320,S,N,2014-01-16,9340,2012-04-26,1730,20091,,2,6,0,1,,2,120,-,Y,SCL,4,101,-,-,46.76,H,-,N,Y,4,A,-,22350,,N,A,H,-,A,D,1,Y,A,01,0,0,2,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,-122.04701000000001,37.40334,39.0,,2.0,,,,2.0,,,2.0,2.0,,,1.0,2.0,,,,1.0,,,,,,,,,,,,3.0,,,1.0,,,,,,,,,,Motor Vehicle
2805,2805,2805,5600626,-122.00026305700001,37.392334984,2012,4316,2,1,4,03,0,1,A,,,,,,600,4,E,I,A,RT 101,LAWRENCE EXPY,110,N,N,2014-01-16,9340,2012-04-16,305,020322,,3,6,0,1,,2,120,-,Y,SCL,4,101,-,-,43.953,R,2,S,Y,1,A,-,22350,,N,A,H,-,D,D,1,Y,A,07,0,0,1,0,0,0,0,0,0,TO,-,SUNNYVALE,SANTA CLARA,CA,-121.99687,37.391,65.0,,,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
2806,2806,2806,5594056,-121.991553055,37.389984984,2012,4316,2,7,3,08,0,1,A,,,Y,,,1500,4,F,A,A,RT101,LAWRENCE EXPWY,120,S,N,2014-01-16,9340,2012-04-22,1245,019926,,1,6,0,1,,2,120,-,Y,SCL,4,101,-,-,43.753,R,2,N,Y,1,A,-,22107,,N,A,H,-,A,D,1,Y,C,02,0,1,0,0,0,0,0,0,1,-,-,SUNNYVALE,SANTA CLARA,CA,-121.99438,37.3911,59.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,Motor Vehicle
2807,2807,2807,5594023,-121.995091986,37.390803252,2012,4316,2,2,4,03,0,1,A,,,,,,1800,4,C,C,A,RT101,LAWRENCE EXPWY,200,N,N,2014-01-16,9340,2012-04-24,1515,20204,,2,6,0,1,,2,120,-,Y,SCL,4,101,-,-,43.9,H,-,S,Y,2,A,-,22350,,N,A,H,-,A,D,1,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,-121.99676000000001,37.391090000000005,35.0,,1.0,,,,1.0,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
2808,2808,2808,5588529,-121.996363448,37.409661797,2012,4316,3,3,4,03,0,1,A,,,,,,1800,4,C,C,A,RT 237,LAWRENCE EXPY,500,E,N,2014-02-06,9340,2012-04-18,1545,18228,,2,6,0,1,,2,230,-,Y,SCL,4,237,-,R,4.69,H,-,E,Y,2,A,-,22350,,N,A,H,-,A,D,1,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,-121.99318999999998,37.41043,25.0,,1.0,,,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
2809,2809,2809,5588509,-122.00026305700001,37.392334984,2012,4316,4,1,4,12,0,1,A,,,,,,2100,4,A,C,A,LAWRENCE EXP,RT 101,0,,Y,2014-02-05,9340,2012-04-16,2000,20319,,2,6,0,2,,2,610,-,Y,SCL,4,101,-,-,43.953,R,4,S,Y,2,A,-,21453,A,N,A,H,-,C,A,1,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,-121.99613000000001,37.38967,45.0,,1.0,,,1.0,,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
2810,2810,2810,5586198,-122.031776846,37.399912391,2012,4316,2,3,3,03,0,1,A,,,Y,,,900,4,C,C,A,RT 101,RT 237,800,S,N,2014-01-16,9340,2012-04-18,845,20208,,1,6,0,1,,2,120,-,Y,SCL,4,101,-,-,45.98,H,-,N,Y,2,A,-,22350,,N,A,H,-,A,D,1,Y,C,02,0,1,0,0,0,0,0,0,1,-,-,SUNNYVALE,SANTA CLARA,CA,-122.03327,37.40019,36.0,,1.0,,,1.0,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,Motor Vehicle
2811,2811,2811,5586178,-122.059768775,37.340393506999995,2012,4316,3,5,3,03,0,5,C,Y,,,,,900,4,C,C,E,RT 85,HOMESTEAD RD,485,N,N,2014-02-13,9340,2012-04-13,600,19587,,1,6,0,1,,2,085,-,Y,SCL,4,85,-,R,18.95,H,-,N,Y,4,A,-,22350,,N,B,H,-,D,D,6,Y,A,01,0,1,4,0,1,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,-122.05968999999999,37.34028,48.4,,4.0,1.0,1.0,1.0,4.0,,1.0,1.0,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,3.0,,,,,1.0,,,,,,,,Pedestrian
2812,2812,2812,5584159,-121.99627761200001,37.373857245,2012,4316,4,5,4,21,0,1,A,,,,,,1200,4,C,C,A,LAWRENCE EXPY,KIFER RD,25,S,N,2014-02-10,9340,2012-04-06,1105,020302,,1,6,0,2,,2,610,-,N,,0,0,,,0.0,,,,N,2,A,-,22106,,N,A,H,-,A,D,0,Y,A,08,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,-121.9982,37.3674,41.0,,1.0,,,,1.0,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
2813,2813,2813,5564243,-121.991553055,37.389984984,2012,4316,2,5,4,08,0,1,A,,,Y,,,1800,3,E,I,A,RT 101,LAWRENCE EXPWY,200,S,N,2013-10-02,9340,2012-03-30,1540,20057,,2,6,0,1,,2,120,-,Y,SCL,4,101,-,-,43.753,R,2,N,Y,1,A,-,22107,,N,A,H,-,A,D,1,Y,C,02,0,0,1,0,0,0,0,0,1,TO,-,SUNNYVALE,SANTA CLARA,CA,-121.99475,37.39151,27.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,Motor Vehicle
2814,2814,2814,5559789,-122.06125376799999,37.353276391,2012,4316,3,1,4,03,0,1,A,,,,,,900,3,C,C,A,RT 85,FREMONT AV,200,N,N,2013-10-07,9340,2012-03-26,735,017931,,1,6,0,1,,2,085,-,Y,SCL,4,85,-,R,19.93,H,-,S,N,2,A,-,22350,,N,A,H,-,A,D,6,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,-122.06097,37.35242,38.0,,1.0,,,,1.0,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
2815,2815,2815,5558681,-122.059594625,37.33779169,2012,4316,3,7,4,01,0,1,B,,,,,Y,300,3,E,I,A,RT85,HOMESTEAD RD,450,S,N,2013-10-07,9340,2012-03-18,210,20009,,3,6,0,1,,2,085,C,Y,SCL,4,85,-,R,18.77,H,-,N,Y,1,A,-,23152,A,N,B,H,-,C,D,6,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,-122.05866,37.33596,43.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
2816,2816,2816,5558660,-121.99608713299999,37.3654794003,2012,4316,4,1,4,02,0,1,A,,,,,,1500,3,E,I,A,LAWRENCE EXPWY,MONROE ST,500,S,N,2013-07-26,9340,2012-03-05,1435,020057,,2,6,0,2,,2,610,-,N,,0,0,,,0.0,,,,N,2,A,-,22400,A,F,A,H,-,A,D,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,-121.99608,37.36535,38.0,,1.0,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
2817,2817,2817,5558587,-121.988386171,37.388888758,2012,4316,2,4,4,03,0,1,A,,,,,,1800,3,C,C,A,RT 101,LAWRENCE EXPWY,2,S,N,2013-10-02,9340,2012-03-15,1740,20015,,2,6,0,1,,2,120,-,Y,SCL,4,101,-,-,43.46,H,-,S,Y,2,A,-,22350,,N,A,H,-,A,D,1,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,-121.98917,37.38922,83.0,,,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
2818,2818,2818,5555488,-122.00026305700001,37.392334984,2012,4316,4,2,4,03,0,1,B,,,,,,1500,3,C,C,A,LAWRENCE EXP,RT101,462,S,N,2013-10-02,9340,2012-03-27,1255,18562,,1,6,0,2,,2,610,-,Y,SCL,4,101,-,-,43.953,R,4,S,Y,2,A,-,22350,,N,A,H,-,A,D,1,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,-121.99611000000002,37.389720000000004,39.0,,1.0,,,,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
2819,2819,2819,5547992,-121.996003107,37.380742299699996,2012,4316,4,3,4,21,0,1,A,,,,,,1500,4,C,C,A,LAWRENCE EXPWY,ARQUES AV,50,N,N,2013-08-12,9340,2012-04-04,1430,18562,,2,6,0,2,,2,610,-,N,,0,0,,,0.0,,,,N,2,A,-,22106,,N,A,H,-,A,D,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,-121.9962,37.38091,58.0,,1.0,,,1.0,,1.0,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
2820,2820,2820,5547947,-121.99613193399999,37.3603518277,2012,4316,4,2,4,03,0,1,A,,,,,,1200,4,C,C,A,LAWRENCE EXPWY,CABRILLO AV,221,N,N,2013-08-12,9340,2012-04-03,925,18665,,1,6,0,2,,2,610,-,N,,0,0,,,0.0,,,,Y,2,A,-,22350,,N,A,H,-,A,D,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,-121.99537,37.366659999999996,48.0,,1.0,,,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
2821,2821,2821,5544608,-122.059765627,37.341572361,2012,4316,3,5,2,03,0,1,A,,,Y,,,900,3,H,I,A,RT 85,HOMESTEAD RD,1066,N,N,2013-10-07,9340,2012-03-09,640,19331,,1,6,0,1,,2,085,-,Y,SCL,4,85,-,R,19.06,H,-,N,Y,1,A,-,22350,,N,A,H,-,A,D,6,Y,C,02,1,0,0,0,0,0,0,0,1,-,-,SUNNYVALE,SANTA CLARA,CA,-122.05971000000001,37.34053,52.0,,1.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,Motor Vehicle
2822,2822,2822,5543388,-122.04870305799999,37.334044975,2012,4316,1,4,3,08,0,1,C,,,,,,1500,3,F,A,A,RT 280,HOMESTEAD RD,450,S,N,2013-10-08,9340,2012-03-01,1215,18680,,1,6,0,1,,2,282,-,Y,SCL,4,280,-,-,10.415,R,2,N,Y,1,A,-,22107,,N,B,H,-,A,D,1,Y,A,01,0,1,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,-122.05811000000001,37.33521,48.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
2823,2823,2823,5542702,-122.008321945,37.366744939600004,2012,4316,0,1,1,10,1,0,A,Y,,,,Y,900,1,G,B,B,REED,SEQUOIA AV,20,W,N,2012-07-27,4316,2012-01-09,651,14461,41,5,6,0,0,,0,004,-,N,,0,0,,,0.0,,,,N,2,A,-,21950,A,N,A,H,-,C,A,0,Y,-,99,0,0,0,1,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,72.0,,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,Pedestrian
2824,2824,2824,5526335,-122.00136358399999,37.392628579000004,2012,4316,2,3,4,03,0,1,A,,,,,,2100,3,C,C,A,RT101,LAWRENCE EXP,1000,N,N,2013-10-02,9340,2012-03-07,1805,19986,,2,6,0,1,,2,120,-,Y,SCL,4,101,-,-,44.05,H,-,S,N,2,A,-,22350,,N,A,H,-,B,D,1,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,-121.9971,37.3913,31.0,,1.0,,,,1.0,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
2825,2825,2825,5518151,-122.053564258,37.333008736,2012,4316,1,2,4,03,0,1,B,,,,,,900,2,C,C,A,RT 280,RT 85,200,S,N,2013-10-09,9340,2012-02-21,826,015465,,1,6,0,1,,2,282,-,Y,SCL,4,280,-,-,10.7,H,-,N,Y,2,A,-,22350,,N,A,H,-,A,D,1,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,-122.05556000000001,37.33269,48.0,,1.0,,,,1.0,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
